0,0,0,0,0,0,0,0,0,0,0,1
0.084,0,0.0213572,0.0484619,0.0872013,0.143495,0.22278,0.329079,0.463874,0.625133,0.806939,1
0.168,0,0.0626283,0.128833,0.201873,0.284385,0.378134,0.483811,0.600943,0.727904,0.862054,1
0.252,0,0.0834665,0.168548,0.256703,0.349091,0.446459,0.549068,0.656666,0.768511,0.883444,1
0.336,0,0.0927316,0.186175,0.280971,0.377629,0.476478,0.577628,0.680969,0.786173,0.892731,1
0.42,0,0.0968066,0.193926,0.291639,0.390172,0.489666,0.590172,0.691639,0.793926,0.896807,1
0.498,0,0.0985121,0.19717,0.296105,0.395421,0.495185,0.595421,0.696105,0.79717,0.898512,1
