    0

0
    0    0    0    0    0
    0   10   10    0    0
    0   10   10    0    0
    0   10   10    0    0
    0    0    0    0    0


1
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0


0.025

0
    0    0    0    0    0
    0    2    2    4    0
    0    6    6    4    0
    0    2    2    4    0
    0    0    0    0    0


1
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0


0.05

0
    0    0    0    0    0
    0    2  3.6    0    0
    0  0.4    2  3.2    0
    0    2  3.6    0    0
    0    0    0    0    0


1
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0


0.075

0
    0    0    0    0    0
    0  0.4-0.56  2.7    0
    0  2.2  3.1 -1.1    0
    0  0.4-0.56  2.7    0
    0    0    0    0    0


1
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0


0.1

0
    0    0    0    0    0
    0  0.4  2.8 -2.3    0
    0 0.27 -1.9  4.1    0
    0  0.4  2.8 -2.3    0
    0    0    0    0    0


1
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0


0.12

0
    0    0    0    0    0
    0    1 -3.2  4.2    0
    0 -0.6  5.2 -5.1    0
    0    1 -3.2  4.2    0
    0    0    0    0    0


1
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0


0.15

0
    0    0    0    0    0
    0 -2.1  6.1 -5.8    0
    0  3.2 -7.9  8.4    0
    0 -2.1  6.1 -5.8    0
    0    0    0    0    0


1
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0


0.18

0
    0    0    0    0    0
    0    5  -10  9.3    0
    0 -6.8   14  -13    0
    0    5  -10  9.3    0
    0    0    0    0    0


1
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0


0.2

0
    0    0    0    0    0
    0 -9.7   17  -15    0
    0   14  -24   21    0
    0 -9.7   17  -15    0
    0    0    0    0    0


1
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0


0.2

0
    0    0    0    0    0
    0 -9.7   17  -15    0
    0   14  -24   21    0
    0 -9.7   17  -15    0
    0    0    0    0    0


1
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0


