0,0,0,0,0,0,0,0,0,0,0,1
0.084,0,0.0217665,0.0487141,0.0863104,0.140376,0.216729,0.3203,0.453773,0.616108,0.80158,1
0.168,0,0.0610887,0.125829,0.197574,0.279088,0.372277,0.477968,0.595761,0.724016,0.859969,1
0.252,0,0.0822789,0.166284,0.253574,0.345395,0.442553,0.545333,0.653474,0.766183,0.882217,1
0.336,0,0.0920172,0.184815,0.279099,0.375428,0.474162,0.575425,0.679094,0.78481,0.892014,1
0.42,0,0.0964089,0.193169,0.290598,0.388947,0.488379,0.588947,0.690598,0.793169,0.896409,1
0.498,0,0.0982899,0.196747,0.295523,0.394737,0.494466,0.594737,0.695523,0.796747,0.89829,1
