0,0,0,0,0,0,0,0,0,0,0,1
0.17,0,0.0620412,0.127664,0.20015,0.282193,0.375631,0.481243,0.598613,0.726127,0.861091,1
0.34,0,0.0924307,0.185602,0.280182,0.376701,0.475501,0.576699,0.680178,0.785598,0.892428,1
0.5,0,0.0983592,0.196879,0.295704,0.39495,0.49469,0.59495,0.695704,0.796879,0.898359,1
