0,0,0,0,0,0,0,0,0,0,0,1
0.17,0,0.0638369,0.134506,0.205175,0.293834,0.382493,0.493594,0.604695,0.734117,0.86354,1
0.34,0,0.0934075,0.188074,0.28274,0.380703,0.478666,0.580703,0.68274,0.788074,0.893407,1
0.5,0,0.0986767,0.197606,0.296536,0.396127,0.495718,0.596127,0.696536,0.797606,0.898677,1
