rho,eigenvals,eigenvec
0.5,3.97232,0.405012
1,7.50694,0.635634
1.5,10.7934,0.552837
2,13.7318,0.324139
2.5,16.1809,0.138202
3,18.446,0.0447799
3.5,21.4184,0.011374
4,25.4664,0.00231832
4.5,31.3918,0.000378503
