rho,eigenvals,analytic_eigenvals,eigenvec,analytic_eigenvec
0.1,9.7887,9.78812,0.138197,0.138191
0.2,38.1966,38.1944,0.262866,0.262855
0.3,82.4429,82.4385,0.361803,0.361791
0.4,138.197,138.19,0.425325,0.425314
0.5,200,199.991,0.447214,0.447207
0.6,261.803,261.793,0.425325,0.425327
0.7,317.557,317.547,0.361803,0.361815
0.8,361.803,361.795,0.262866,0.262889
0.9,390.211,390.206,0.138197,0.13823
