rho,eigenvals,eigenvec
0.5,15.3757,0.976789
1,34.3564,0.213503
1.5,65.0674,0.0172986
2,108.582,0.000743888
2.5,164.702,1.99433e-05
3,233.369,3.66093e-07
3.5,314.562,4.89561e-09
4,408.27,4.98481e-11
4.5,514.623,3.99506e-13
