rho,eigenvals,eigenvec
0.5,0.835226,0.078456
1,2.11151,0.179758
1.5,3.95538,0.28847
2,6.2247,0.385042
2.5,8.71216,0.449383
3,11.1793,0.464899
3.5,13.3835,0.422187
4,15.1005,0.321605
4.5,16.1627,0.174099
