rho,eigenvals,eigenvec
0.5,2.21058,0.215264
1,4.06928,0.42256
1.5,6.06301,0.52838
2,8.3247,0.504561
2.5,10.7779,0.391109
3,13.1981,0.253402
3.5,15.3048,0.139308
4,16.8056,0.064835
4.5,18.7165,0.0234185
