Cycle,Temperature,MeanEnergy,Magnetization_Abs,HeatCapacity,MagneticSusceptibility
100000,2,-1.7424,0.894618,1.15439,18.6581
100000,2.05,-1.70526,0.887841,1.00577,4.67922
100000,2.1,-1.66042,0.865549,1.07049,2.73903
100000,2.15,-1.60714,0.826924,1.32128,9.07081
100000,2.2,-1.54578,0.782828,1.47766,7.60345
100000,2.25,-1.4687,0.693951,1.85138,20.6804
100000,2.3,-1.35089,0.412168,2.04207,66.704
