Cycle,Temperature,MeanEnergy,Magnetization_Abs,HeatCapacity,MagneticSusceptibility
100000,2,-1.74516,0.910793,0.761895,0.552289
100000,2.05,-1.70635,0.892014,0.859356,0.85838
100000,2.1,-1.66176,0.865771,1.02962,3.14542
100000,2.15,-1.60835,0.833446,1.2116,2.35428
100000,2.2,-1.54718,0.78616,1.45426,4.40944
100000,2.25,-1.46634,0.693264,1.79704,13.7622
100000,2.3,-1.3672,0.523336,1.98934,29.6161
