Cycle,NumberOfFlips,Temperature,SystemEnergy,MeanEnergy,HeatCapacity,MagneticSusceptibility,Magnetization_Abs
86501,105,2.40,-480.,-1.2403827,1.4254999,8.7416288,0.46341586
86601,116,2.40,-512.,-1.2403187,1.4253129,8.7525290,0.46316370
86701,99,2.40,-520.,-1.2402527,1.4254558,8.7581321,0.46300048
86801,122,2.40,-464.,-1.2401339,1.4254973,8.7604610,0.46273793
86901,96,2.40,-484.,-1.2400468,1.4252160,8.7654174,0.46246959
87001,122,2.40,-484.,-1.2399634,1.4253978,8.7691037,0.46235296
87101,106,2.40,-484.,-1.2399980,1.4246735,8.7650897,0.46250824
87201,124,2.40,-436.,-1.2399274,1.4240219,8.7607263,0.46238885
87301,105,2.40,-452.,-1.2398297,1.4236311,8.7697386,0.46203600
87401,166,2.40,-404.,-1.2397762,1.4236372,8.7691686,0.46198001
87501,106,2.40,-484.,-1.2398413,1.4235667,8.7679112,0.46212335
87601,123,2.40,-452.,-1.2398481,1.4232111,8.7659509,0.46213365
87701,139,2.40,-456.,-1.2396729,1.4240128,8.7818925,0.46171931
87801,68,2.40,-628.,-1.2396793,1.4241870,8.7895758,0.46166342
87901,109,2.40,-500.,-1.2398206,1.4249196,8.7910502,0.46192205
88001,91,2.40,-548.,-1.2400389,1.4270320,8.7972383,0.46224492
88101,123,2.40,-508.,-1.2400121,1.4265361,8.8027018,0.46206343
88201,139,2.40,-424.,-1.2399255,1.4262436,8.8161069,0.46167096
88301,132,2.40,-424.,-1.2398287,1.4258414,8.8322984,0.46126239
88401,113,2.40,-444.,-1.2397617,1.4252041,8.8290403,0.46112798
88501,139,2.40,-384.,-1.2396707,1.4257275,8.8309445,0.46102479
88601,129,2.40,-416.,-1.2396483,1.4255038,8.8308136,0.46097510
88701,87,2.40,-496.,-1.2395382,1.4260284,8.8251648,0.46094852
88801,105,2.40,-528.,-1.2396258,1.4257905,8.8213542,0.46112707
88901,92,2.40,-576.,-1.2397147,1.4253638,8.8208186,0.46136624
89001,103,2.40,-524.,-1.2397783,1.4260673,8.8200282,0.46154981
89101,89,2.40,-576.,-1.2399504,1.4273185,8.8234620,0.46183023
89201,88,2.40,-532.,-1.2400552,1.4275100,8.8236218,0.46206752
89301,89,2.40,-540.,-1.2401400,1.4274267,8.8219162,0.46227427
89401,129,2.40,-400.,-1.2401565,1.4267181,8.8151247,0.46234880
89501,79,2.40,-560.,-1.2401864,1.4266089,8.8120405,0.46245528
89601,70,2.40,-548.,-1.2402125,1.4259943,8.8068658,0.46244149
89701,95,2.40,-496.,-1.2402247,1.4252671,8.7998641,0.46242846
89801,130,2.40,-480.,-1.2401784,1.4244736,8.7920911,0.46245175
89901,81,2.40,-560.,-1.2402815,1.4245670,8.7924218,0.46267478
90001,99,2.40,-548.,-1.2403463,1.4239209,8.7883362,0.46279491
90101,89,2.40,-512.,-1.2403098,1.4233304,8.7813669,0.46282416
90201,126,2.40,-456.,-1.2403515,1.4227599,8.7782921,0.46297951
90301,108,2.40,-532.,-1.2402898,1.4228423,8.7733571,0.46289864
90401,116,2.40,-452.,-1.2403355,1.4225171,8.7681171,0.46303503
90501,90,2.40,-508.,-1.2403885,1.4223351,8.7661626,0.46315190
