Cycle,NumberOfFlips,Temperature,SystemEnergy,MeanEnergy,HeatCapacity,MagneticSusceptibility,Magnetization_Abs
55901,1,1.00,-792.,-1.9963818,0.12195264,0.23682041,0.99801345
56001,0,1.00,-800.,-1.9963824,0.12178645,0.23640243,0.99801539
56101,2,1.00,-784.,-1.9963863,0.12159714,0.23598446,0.99801831
56201,0,1.00,-800.,-1.9963885,0.12141758,0.23556816,0.99802076
56301,0,1.00,-800.,-1.9963910,0.12123542,0.23515368,0.99802321
56401,1,1.00,-792.,-1.9963946,0.12104420,0.23473982,0.99802601
56501,2,1.00,-800.,-1.9963923,0.12090265,0.23432946,0.99802729
56601,0,1.00,-800.,-1.9963930,0.12074977,0.23392021,0.99802936
56701,1,1.00,-792.,-1.9963962,0.12056222,0.23351074,0.99803205
56801,0,1.00,-800.,-1.9963972,0.12038614,0.23310292,0.99803419
56901,0,1.00,-800.,-1.9964002,0.12020289,0.23269670,0.99803677
57001,0,1.00,-800.,-1.9963999,0.12004506,0.23229298,0.99803846
57101,0,1.00,-800.,-1.9964022,0.11986663,0.23188966,0.99804084
57201,0,1.00,-800.,-1.9964043,0.11969321,0.23148775,0.99804322
57301,0,1.00,-800.,-1.9964025,0.11955542,0.23108909,0.99804454
57401,0,1.00,-800.,-1.9964029,0.11940322,0.23069086,0.99804646
57501,0,1.00,-800.,-1.9964028,0.11923664,0.23029300,0.99804829
57601,0,1.00,-800.,-1.9964035,0.11908374,0.22989749,0.99805029
57701,0,1.00,-800.,-1.9964046,0.11891851,0.22950261,0.99805237
57801,0,1.00,-792.,-1.9964023,0.11877830,0.22911017,0.99805358
57901,0,1.00,-800.,-1.9964018,0.11861867,0.22871821,0.99805521
58001,0,1.00,-800.,-1.9964016,0.11846334,0.22832790,0.99805693
58101,0,1.00,-800.,-1.9964009,0.11830362,0.22793828,0.99805855
58201,0,1.00,-800.,-1.9964011,0.11815861,0.22755129,0.99806034
58301,0,1.00,-800.,-1.9964011,0.11800742,0.22716495,0.99806213
58401,0,1.00,-800.,-1.9964035,0.11783352,0.22677897,0.99806450
58501,1,1.00,-800.,-1.9964059,0.11766567,0.22639464,0.99806687
58601,0,1.00,-800.,-1.9964079,0.11749469,0.22601132,0.99806915
58701,0,1.00,-800.,-1.9964120,0.11731925,0.22562941,0.99807192
58801,0,1.00,-800.,-1.9964133,0.11715835,0.22524911,0.99807401
58901,0,1.00,-800.,-1.9964147,0.11699664,0.22487047,0.99807601
59001,0,1.00,-800.,-1.9964150,0.11684206,0.22449285,0.99807783
59101,0,1.00,-800.,-1.9964156,0.11669167,0.22411681,0.99807973
59201,0,1.00,-800.,-1.9964186,0.11651885,0.22374108,0.99808221
59301,1,1.00,-800.,-1.9964142,0.11640088,0.22336849,0.99808283
59401,1,1.00,-792.,-1.9964176,0.11622739,0.22299524,0.99808539
59501,0,1.00,-800.,-1.9964155,0.11610899,0.22262556,0.99808659
59601,0,1.00,-800.,-1.9964137,0.11597066,0.22225610,0.99808778
59701,0,1.00,-800.,-1.9964150,0.11581445,0.22188715,0.99808981
59801,0,1.00,-800.,-1.9964151,0.11566543,0.22152030,0.99809142
59901,0,1.00,-800.,-1.9964149,0.11553599,0.22115605,0.99809294
60001,0,1.00,-800.,-1.9964189,0.11536226,0.22079012,0.99809562
60101,0,1.00,-800.,-1.9964219,0.11519955,0.22042586,0.99809803
60201,0,1.00,-792.,-1.9964228,0.11504230,0.22006271,0.99809995
60301,0,1.00,-800.,-1.9964251,0.11488273,0.21970130,0.99810210
60401,0,1.00,-800.,-1.9964249,0.11474506,0.21934170,0.99810367
60501,0,1.00,-800.,-1.9964260,0.11459577,0.21898279,0.99810557
60601,1,1.00,-800.,-1.9964261,0.11445205,0.21862519,0.99810721
60701,0,1.00,-792.,-1.9964297,0.11428377,0.21826766,0.99810975
60801,0,1.00,-800.,-1.9964292,0.11416021,0.21791347,0.99811122
60901,2,1.00,-800.,-1.9964311,0.11400665,0.21755880,0.99811333
61001,1,1.00,-792.,-1.9964309,0.11386653,0.21720591,0.99811487
61101,0,1.00,-800.,-1.9964300,0.11372500,0.21685392,0.99811623
61201,5,1.00,-792.,-1.9964296,0.11361082,0.21650566,0.99811768
61301,0,1.00,-800.,-1.9964309,0.11345730,0.21615535,0.99811961
61401,0,1.00,-800.,-1.9964331,0.11329925,0.21580605,0.99812177
61501,0,1.00,-800.,-1.9964326,0.11316829,0.21545923,0.99812320
61601,0,1.00,-800.,-1.9964348,0.11301122,0.21511220,0.99812536
61701,0,1.00,-800.,-1.9964377,0.11285650,0.21476652,0.99812766
61801,0,1.00,-800.,-1.9964363,0.11272912,0.21442282,0.99812891
61901,0,1.00,-800.,-1.9964408,0.11256187,0.21407885,0.99813161
62001,0,1.00,-800.,-1.9964426,0.11241359,0.21373663,0.99813366
62101,0,1.00,-800.,-1.9964416,0.11229362,0.21339756,0.99813481
62201,2,1.00,-800.,-1.9964425,0.11215509,0.21305834,0.99813653
62301,0,1.00,-800.,-1.9964439,0.11200745,0.21271948,0.99813839
62401,0,1.00,-800.,-1.9964444,0.11186250,0.21238146,0.99814009
62501,0,1.00,-800.,-1.9964439,0.11172570,0.21204501,0.99814147
62601,1,1.00,-792.,-1.9964416,0.11161693,0.21171080,0.99814244
62701,0,1.00,-800.,-1.9964438,0.11146507,0.21137579,0.99814453
62801,0,1.00,-800.,-1.9964431,0.11133866,0.21104286,0.99814589
62901,0,1.00,-800.,-1.9964433,0.11119756,0.21071023,0.99814749
63001,0,1.00,-800.,-1.9964442,0.11106507,0.21037988,0.99814916
63101,0,1.00,-792.,-1.9964459,0.11091940,0.21004950,0.99815106
63201,0,1.00,-800.,-1.9964461,0.11079482,0.20972096,0.99815264
63301,0,1.00,-800.,-1.9964446,0.11068023,0.20939438,0.99815366
63401,0,1.00,-800.,-1.9964450,0.11054741,0.20906759,0.99815523
63501,2,1.00,-800.,-1.9964465,0.11040743,0.20874135,0.99815712
63601,1,1.00,-800.,-1.9964483,0.11026124,0.20841578,0.99815907
63701,0,1.00,-800.,-1.9964498,0.11011712,0.20809126,0.99816094
63801,0,1.00,-800.,-1.9964532,0.10996375,0.20776752,0.99816327
63901,0,1.00,-792.,-1.9964551,0.10981999,0.20744530,0.99816521
64001,0,1.00,-792.,-1.9964535,0.10970337,0.20712485,0.99816628
64101,2,1.00,-800.,-1.9964562,0.10955457,0.20680420,0.99816844
64201,0,1.00,-800.,-1.9964580,0.10941106,0.20648467,0.99817036
64301,0,1.00,-800.,-1.9964588,0.10927779,0.20616657,0.99817203
64401,0,1.00,-800.,-1.9964577,0.10916717,0.20585067,0.99817317
64501,0,1.00,-800.,-1.9964563,0.10907071,0.20553638,0.99817429
64601,0,1.00,-800.,-1.9964572,0.10893363,0.20522090,0.99817596
64701,0,1.00,-800.,-1.9964520,0.10883985,0.20490883,0.99817599
64801,0,1.00,-800.,-1.9964551,0.10869346,0.20459531,0.99817819
64901,1,1.00,-792.,-1.9964544,0.10857048,0.20428326,0.99817946
65001,0,1.00,-800.,-1.9964537,0.10845281,0.20397247,0.99818072
65101,1,1.00,-792.,-1.9964543,0.10832301,0.20366251,0.99818221
65201,1,1.00,-800.,-1.9964554,0.10818676,0.20335276,0.99818392
65301,0,1.00,-800.,-1.9964564,0.10806336,0.20304492,0.99818556
65401,0,1.00,-800.,-1.9964591,0.10792491,0.20273715,0.99818764
65501,0,1.00,-800.,-1.9964582,0.10781663,0.20243396,0.99818865
65601,1,1.00,-792.,-1.9964612,0.10767253,0.20212772,0.99819081
65701,3,1.00,-776.,-1.9964623,0.10755291,0.20182356,0.99819249
65801,0,1.00,-800.,-1.9964628,0.10742707,0.20151981,0.99819402
65901,0,1.00,-800.,-1.9964652,0.10729219,0.20121672,0.99819601
66001,0,1.00,-800.,-1.9964651,0.10717026,0.20091488,0.99819738
66101,0,1.00,-800.,-1.9964677,0.10703946,0.20061388,0.99819942
66201,1,1.00,-800.,-1.9964673,0.10691501,0.20031360,0.99820071
66301,0,1.00,-800.,-1.9964687,0.10679122,0.20001458,0.99820244
66401,0,1.00,-800.,-1.9964677,0.10668389,0.19971744,0.99820349
66501,0,1.00,-800.,-1.9964685,0.10656875,0.19942060,0.99820506
66601,1,1.00,-800.,-1.9964708,0.10643177,0.19912353,0.99820701
66701,0,1.00,-800.,-1.9964737,0.10629209,0.19882726,0.99820910
66801,0,1.00,-800.,-1.9964774,0.10614816,0.19853175,0.99821140
66901,1,1.00,-792.,-1.9964803,0.10601409,0.19823755,0.99821348
67001,0,1.00,-800.,-1.9964809,0.10589262,0.19794520,0.99821488
67101,0,1.00,-800.,-1.9964832,0.10576718,0.19765312,0.99821679
67201,0,1.00,-800.,-1.9964831,0.10564970,0.19736196,0.99821811
67301,0,1.00,-800.,-1.9964849,0.10552314,0.19707204,0.99821979
67401,0,1.00,-800.,-1.9964871,0.10539286,0.19678259,0.99822161
67501,0,1.00,-800.,-1.9964897,0.10525788,0.19649332,0.99822358
67601,0,1.00,-800.,-1.9964925,0.10512175,0.19620487,0.99822562
67701,0,1.00,-800.,-1.9964924,0.10500491,0.19591832,0.99822684
67801,0,1.00,-800.,-1.9964952,0.10486955,0.19563156,0.99822886
67901,1,1.00,-800.,-1.9964977,0.10474082,0.19534597,0.99823081
68001,1,1.00,-792.,-1.9964999,0.10460930,0.19506097,0.99823267
68101,0,1.00,-800.,-1.9965020,0.10449243,0.19477802,0.99823446
68201,0,1.00,-800.,-1.9965031,0.10436874,0.19449515,0.99823602
68301,0,1.00,-800.,-1.9965047,0.10424606,0.19421302,0.99823773
68401,0,1.00,-800.,-1.9965053,0.10413082,0.19393218,0.99823913
68501,0,1.00,-800.,-1.9965081,0.10399809,0.19365123,0.99824112
68601,0,1.00,-800.,-1.9965084,0.10388040,0.19337177,0.99824245
68701,0,1.00,-800.,-1.9965104,0.10375395,0.19309286,0.99824420
68801,0,1.00,-800.,-1.9965111,0.10365619,0.19281610,0.99824567
68901,0,1.00,-800.,-1.9965150,0.10351886,0.19253822,0.99824792
69001,0,1.00,-800.,-1.9965157,0.10341244,0.19226248,0.99824937
69101,1,1.00,-792.,-1.9965179,0.10328490,0.19198645,0.99825118
69201,0,1.00,-800.,-1.9965191,0.10316687,0.19171164,0.99825277
69301,1,1.00,-792.,-1.9965181,0.10306469,0.19143858,0.99825370
69401,0,1.00,-800.,-1.9965194,0.10295192,0.19116564,0.99825528
69501,0,1.00,-800.,-1.9965209,0.10282878,0.19089286,0.99825693
69601,0,1.00,-800.,-1.9965235,0.10270245,0.19062101,0.99825879
69701,0,1.00,-800.,-1.9965276,0.10256653,0.19034940,0.99826107
69801,1,1.00,-792.,-1.9965297,0.10244146,0.19007886,0.99826285
69901,0,1.00,-792.,-1.9965261,0.10235579,0.18981054,0.99826319
70001,0,1.00,-800.,-1.9965256,0.10226423,0.18954370,0.99826424
70101,1,1.00,-800.,-1.9965236,0.10217713,0.18927726,0.99826493
70201,0,1.00,-800.,-1.9965274,0.10204897,0.18900981,0.99826712
70301,0,1.00,-800.,-1.9965278,0.10193899,0.18874365,0.99826845
70401,0,1.00,-800.,-1.9965280,0.10182723,0.18847828,0.99826970
70501,0,1.00,-800.,-1.9965301,0.10170445,0.18821307,0.99827144
70601,2,1.00,-788.,-1.9965306,0.10161452,0.18795058,0.99827276
70701,0,1.00,-800.,-1.9965320,0.10149777,0.18768728,0.99827428
70801,0,1.00,-800.,-1.9965304,0.10141324,0.18742600,0.99827509
70901,0,1.00,-800.,-1.9965319,0.10129919,0.18716414,0.99827668
71001,0,1.00,-800.,-1.9965330,0.10118936,0.18690338,0.99827812
71101,1,1.00,-792.,-1.9965339,0.10107439,0.18664279,0.99827956
71201,0,1.00,-800.,-1.9965346,0.10096570,0.18638325,0.99828092
71301,0,1.00,-800.,-1.9965351,0.10085973,0.18612477,0.99828221
71401,0,1.00,-800.,-1.9965362,0.10074665,0.18586664,0.99828364
71501,0,1.00,-800.,-1.9965363,0.10065075,0.18560992,0.99828485
71601,0,1.00,-800.,-1.9965378,0.10053441,0.18535286,0.99828641
71701,0,1.00,-800.,-1.9965381,0.10042869,0.18509697,0.99828768
71801,1,1.00,-800.,-1.9965402,0.10031006,0.18484125,0.99828937
71901,0,1.00,-800.,-1.9965436,0.10018448,0.18458602,0.99829140
72001,0,1.00,-800.,-1.9965420,0.10012653,0.18433566,0.99829211
72101,0,1.00,-800.,-1.9965439,0.10001120,0.18408238,0.99829371
72201,1,1.00,-792.,-1.9965459,0.099898230,0.18382975,0.99829538
72301,0,1.00,-800.,-1.9965487,0.099776797,0.18357741,0.99829726
72401,1,1.00,-792.,-1.9965488,0.099679009,0.18332675,0.99829844
72501,0,1.00,-800.,-1.9965483,0.099593208,0.18307743,0.99829947
72601,0,1.00,-800.,-1.9965484,0.099491534,0.18282788,0.99830064
