x,computed,exact,rel_error,log10(error)
0,0,0,nan,nan
0.01,0.085191,0.085163,0.000328153,-3.48392
0.02,0.161334,0.16127,0.000393351,-3.40522
0.03,0.229289,0.229183,0.000461422,-3.3359
0.04,0.289836,0.289682,0.000532446,-3.27372
0.05,0.34368,0.343472,0.000606506,-3.21716
0.06,0.391459,0.391191,0.000683685,-3.16514
0.07,0.433749,0.433418,0.000764067,-3.11687
0.08,0.471074,0.470675,0.000847738,-3.07174
0.09,0.503905,0.503434,0.000934785,-3.02929
0.1,0.532671,0.532125,0.0010253,-2.98915
0.11,0.557758,0.557134,0.00111936,-2.95103
0.12,0.579516,0.578811,0.00121708,-2.91468
0.13,0.598262,0.597474,0.00131854,-2.87991
0.14,0.614283,0.613409,0.00142385,-2.84654
0.15,0.627838,0.626877,0.0015331,-2.81443
0.16,0.639161,0.638111,0.00164641,-2.78346
0.17,0.648466,0.647324,0.00176387,-2.75353
0.18,0.655944,0.654709,0.00188561,-2.72455
0.19,0.661769,0.66044,0.00201174,-2.69643
0.2,0.666098,0.664674,0.00214238,-2.6691
0.21,0.669074,0.667553,0.00227767,-2.64251
0.22,0.670825,0.669207,0.00241774,-2.61659
0.23,0.671468,0.669752,0.00256274,-2.5913
0.24,0.671109,0.669293,0.0027128,-2.56658
0.25,0.669842,0.667926,0.0028681,-2.54241
0.26,0.667755,0.665738,0.00302879,-2.51873
0.27,0.664924,0.662807,0.00319505,-2.49552
0.28,0.661422,0.659203,0.00336707,-2.47275
0.29,0.657312,0.65499,0.00354505,-2.45038
0.3,0.652651,0.650227,0.00372919,-2.42838
0.31,0.647493,0.644965,0.00391972,-2.40674
0.32,0.641884,0.639252,0.00411688,-2.38543
0.33,0.635868,0.633132,0.0043209,-2.36443
0.34,0.629482,0.626642,0.00453207,-2.3437
0.35,0.622763,0.619819,0.00475066,-2.32325
0.36,0.615742,0.612693,0.00497699,-2.30303
0.37,0.608448,0.605293,0.00521137,-2.28305
0.38,0.600906,0.597646,0.00545416,-2.26327
0.39,0.593141,0.589776,0.00570572,-2.24369
0.4,0.585173,0.581703,0.00596645,-2.22428
0.41,0.577022,0.573446,0.00623678,-2.20504
0.42,0.568706,0.565023,0.00651716,-2.18594
0.43,0.560239,0.556451,0.0068081,-2.16697
0.44,0.551637,0.547743,0.0071101,-2.14812
0.45,0.542912,0.538911,0.00742374,-2.12938
0.46,0.534076,0.529969,0.00774964,-2.11072
0.47,0.52514,0.520926,0.00808844,-2.09214
0.48,0.516112,0.511792,0.00844087,-2.07361
0.49,0.507002,0.502576,0.00880768,-2.05514
0.5,0.497818,0.493285,0.00918971,-2.0367
0.51,0.488566,0.483926,0.00958786,-2.01828
0.52,0.479254,0.474507,0.0100031,-1.99987
0.53,0.469886,0.465032,0.0104365,-1.98144
0.54,0.460468,0.455508,0.0108892,-1.963
0.55,0.451005,0.445938,0.0113625,-1.94453
0.56,0.441501,0.436328,0.0118578,-1.926
0.57,0.431961,0.42668,0.0123765,-1.9074
0.58,0.422387,0.416999,0.0129202,-1.88873
0.59,0.412782,0.407287,0.013491,-1.86996
0.6,0.40315,0.397548,0.0140906,-1.85107
0.61,0.393494,0.387785,0.0147213,-1.83205
0.62,0.383814,0.377999,0.0153856,-1.81289
0.63,0.374115,0.368192,0.0160861,-1.79355
0.64,0.364397,0.358367,0.0168259,-1.77402
0.65,0.354663,0.348526,0.0176082,-1.75428
0.66,0.344914,0.33867,0.0184369,-1.73431
0.67,0.335151,0.3288,0.0193161,-1.71408
0.68,0.325375,0.318917,0.0202505,-1.69356
0.69,0.315589,0.309024,0.0212454,-1.67273
0.7,0.305792,0.29912,0.022307,-1.65156
0.71,0.295987,0.289207,0.0234421,-1.63
0.72,0.286173,0.279286,0.0246584,-1.60803
0.73,0.276352,0.269358,0.0259651,-1.58561
0.74,0.266523,0.259422,0.0273726,-1.56268
0.75,0.256689,0.249481,0.0288929,-1.53921
0.76,0.246849,0.239534,0.0305401,-1.51513
0.77,0.237005,0.229582,0.0323307,-1.49038
0.78,0.227155,0.219626,0.0342844,-1.4649
0.79,0.217302,0.209665,0.0364243,-1.43861
0.8,0.207445,0.199701,0.0387784,-1.41141
0.81,0.197584,0.189733,0.0413805,-1.3832
0.82,0.187721,0.179763,0.044272,-1.35387
0.83,0.177855,0.169789,0.0475038,-1.32327
0.84,0.167986,0.159813,0.0511398,-1.29124
0.85,0.158115,0.149835,0.0552609,-1.25758
0.86,0.148242,0.139855,0.0599708,-1.22206
0.87,0.138367,0.129873,0.0654055,-1.18439
0.88,0.128491,0.119889,0.0717462,-1.1442
0.89,0.118613,0.109904,0.07924,-1.10106
0.9,0.108733,0.0999175,0.0882328,-1.05437
0.91,0.0988528,0.0899296,0.0992242,-1.00338
0.92,0.0889711,0.0799407,0.112964,-0.947061
0.93,0.0790884,0.0699508,0.130629,-0.883961
0.94,0.0692047,0.05996,0.154183,-0.811964
0.95,0.0593203,0.0499683,0.187159,-0.72779
0.96,0.0494351,0.0399759,0.236623,-0.625943
0.97,0.0395492,0.0299828,0.319064,-0.496123
0.98,0.0296627,0.019989,0.483946,-0.315203
0.99,0.0197756,0.00999477,0.978593,-0.0093978
1,0.00988802,5.88857e-18,1.67919e+15,15.2251
