x,computed,exact,rel_error,log10(error)
0.0083,0.072243,0.0713492,0.0125268,-1.90216
0.0084,0.0730628,0.0721691,0.0123833,-1.90716
0.0085,0.0738817,0.0729881,0.0122433,-1.9121
0.0086,0.0746997,0.0738062,0.0121065,-1.91698
0.0087,0.0755168,0.0746233,0.0119729,-1.9218
0.0088,0.0763329,0.0754395,0.0118423,-1.92657
0.0089,0.0771481,0.0762548,0.0117146,-1.93127
0.009,0.0779624,0.0770692,0.0115898,-1.93593
0.0091,0.0787758,0.0778827,0.0114677,-1.94052
0.0092,0.0795883,0.0786953,0.0113483,-1.94507
0.0093,0.0803999,0.0795069,0.0112314,-1.94957
0.0094,0.0812106,0.0803177,0.011117,-1.95401
0.0095,0.0820203,0.0811275,0.0110051,-1.95841
0.0096,0.0828292,0.0819364,0.0108954,-1.96275
0.0097,0.0836371,0.0827444,0.0107881,-1.96706
0.0098,0.0844441,0.0835515,0.0106829,-1.97131
0.0099,0.0852502,0.0843577,0.0105799,-1.97552
0.01,0.0860554,0.085163,0.0104789,-1.97968
0.0101,0.0868598,0.0859674,0.0103799,-1.98381
0.0102,0.0876632,0.0867709,0.0102829,-1.98789
0.0103,0.0884657,0.0875735,0.0101877,-1.99192
0.0104,0.0892673,0.0883752,0.0100944,-1.99592
0.0105,0.090068,0.089176,0.0100028,-1.99988
0.0106,0.0908678,0.0899758,0.00991303,-2.00379
0.0107,0.0916667,0.0907748,0.00982489,-2.00767
0.0108,0.0924647,0.0915729,0.00973839,-2.01151
0.0109,0.0932618,0.0923701,0.00965348,-2.01532
0.011,0.094058,0.0931664,0.00957011,-2.01908
0.0111,0.0948533,0.0939618,0.00948825,-2.02281
0.0112,0.0956477,0.0947563,0.00940785,-2.02651
0.0113,0.0964412,0.0955499,0.00932887,-2.03017
0.0114,0.0972339,0.0963426,0.00925128,-2.0338
0.0115,0.0980256,0.0971344,0.00917504,-2.03739
0.0116,0.0988164,0.0979253,0.00910012,-2.04095
0.0117,0.0996064,0.0987153,0.00902648,-2.04448
0.0118,0.100395,0.0995045,0.00895409,-2.04798
0.0119,0.101184,0.100293,0.00888291,-2.05144
0.012,0.101971,0.10108,0.00881293,-2.05488
0.0121,0.102757,0.101867,0.0087441,-2.05829
0.0122,0.103543,0.102652,0.0086764,-2.06166
0.0123,0.104327,0.103437,0.0086098,-2.06501
0.0124,0.105111,0.104221,0.00854428,-2.06832
0.0125,0.105894,0.105004,0.00847981,-2.07161
0.0126,0.106676,0.105786,0.00841636,-2.07488
0.0127,0.107457,0.106567,0.00835391,-2.07811
0.0128,0.108237,0.107347,0.00829244,-2.08132
0.0129,0.109017,0.108127,0.00823193,-2.0845
0.013,0.109795,0.108905,0.00817234,-2.08765
0.0131,0.110573,0.109683,0.00811367,-2.09078
0.0132,0.111349,0.11046,0.00805589,-2.09389
0.0133,0.112125,0.111236,0.00799897,-2.09697
0.0134,0.1129,0.112011,0.00794291,-2.10002
0.0135,0.113674,0.112785,0.00788768,-2.10305
0.0136,0.114448,0.113558,0.00783326,-2.10606
0.0137,0.11522,0.11433,0.00777964,-2.10904
0.0138,0.115991,0.115102,0.0077268,-2.112
0.0139,0.116762,0.115873,0.00767472,-2.11494
0.014,0.117532,0.116642,0.00762338,-2.11785
0.0141,0.1183,0.117411,0.00757277,-2.12075
0.0142,0.119068,0.118179,0.00752288,-2.12362
0.0143,0.119836,0.118947,0.00747368,-2.12647
0.0144,0.120602,0.119713,0.00742517,-2.12929
0.0145,0.121367,0.120478,0.00737733,-2.1321
0.0146,0.122132,0.121243,0.00733015,-2.13489
0.0147,0.122895,0.122007,0.00728361,-2.13765
0.0148,0.123658,0.12277,0.00723769,-2.1404
0.0149,0.12442,0.123532,0.0071924,-2.14313
0.015,0.125181,0.124293,0.00714771,-2.14583
0.0151,0.125941,0.125053,0.00710361,-2.14852
0.0152,0.126701,0.125812,0.0070601,-2.15119
0.0153,0.127459,0.126571,0.00701715,-2.15384
0.0154,0.128217,0.127329,0.00697477,-2.15647
0.0155,0.128974,0.128086,0.00693293,-2.15908
0.0156,0.129729,0.128842,0.00689163,-2.16168
0.0157,0.130485,0.129597,0.00685085,-2.16426
0.0158,0.131239,0.130351,0.0068106,-2.16681
0.0159,0.131992,0.131104,0.00677085,-2.16936
0.016,0.132745,0.131857,0.00673159,-2.17188
0.0161,0.133496,0.132609,0.00669283,-2.17439
0.0162,0.134247,0.13336,0.00665455,-2.17688
0.0163,0.134997,0.13411,0.00661673,-2.17936
0.0164,0.135746,0.134859,0.00657938,-2.18181
0.0165,0.136494,0.135607,0.00654248,-2.18426
0.0166,0.137242,0.136355,0.00650603,-2.18668
0.0167,0.137988,0.137101,0.00647002,-2.18909
0.0168,0.138734,0.137847,0.00643443,-2.19149
0.0169,0.139479,0.138592,0.00639927,-2.19387
0.017,0.140223,0.139336,0.00636452,-2.19623
0.0171,0.140966,0.140079,0.00633018,-2.19858
0.0172,0.141708,0.140822,0.00629624,-2.20092
0.0173,0.14245,0.141563,0.00626269,-2.20324
0.0174,0.14319,0.142304,0.00622953,-2.20554
0.0175,0.14393,0.143044,0.00619674,-2.20784
0.0176,0.144669,0.143783,0.00616434,-2.21011
0.0177,0.145407,0.144521,0.0061323,-2.21238
0.0178,0.146145,0.145258,0.00610061,-2.21463
0.0179,0.146881,0.145995,0.00606929,-2.21686
0.018,0.147617,0.146731,0.00603831,-2.21908
0.0181,0.148351,0.147465,0.00600768,-2.22129
0.0182,0.149085,0.148199,0.00597738,-2.22349
0.0183,0.149818,0.148933,0.00594742,-2.22567
0.0184,0.150551,0.149665,0.00591778,-2.22784
0.0185,0.151282,0.150397,0.00588846,-2.23
0.0186,0.152013,0.151127,0.00585946,-2.23214
0.0187,0.152743,0.151857,0.00583077,-2.23427
0.0188,0.153472,0.152586,0.00580239,-2.23639
0.0189,0.1542,0.153314,0.00577431,-2.2385
0.019,0.154927,0.154042,0.00574652,-2.24059
0.0191,0.155653,0.154768,0.00571903,-2.24268
0.0192,0.156379,0.155494,0.00569182,-2.24475
0.0193,0.157104,0.156219,0.0056649,-2.24681
0.0194,0.157828,0.156943,0.00563825,-2.24886
0.0195,0.158551,0.157666,0.00561188,-2.25089
0.0196,0.159273,0.158389,0.00558578,-2.25292
0.0197,0.159995,0.15911,0.00555994,-2.25493
0.0198,0.160716,0.159831,0.00553437,-2.25693
0.0199,0.161435,0.160551,0.00550905,-2.25892
0.02,0.162155,0.16127,0.00548399,-2.2609
0.0201,0.162873,0.161988,0.00545917,-2.26287
0.0202,0.16359,0.162706,0.00543461,-2.26483
0.0203,0.164307,0.163423,0.00541028,-2.26678
0.0204,0.165023,0.164139,0.0053862,-2.26872
0.0205,0.165738,0.164854,0.00536235,-2.27064
0.0206,0.166452,0.165568,0.00533873,-2.27256
0.0207,0.167165,0.166281,0.00531535,-2.27447
0.0208,0.167878,0.166994,0.00529218,-2.27637
0.0209,0.168589,0.167706,0.00526924,-2.27825
0.021,0.1693,0.168417,0.00524652,-2.28013
0.0211,0.17001,0.169127,0.00522402,-2.282
0.0212,0.17072,0.169836,0.00520173,-2.28385
0.0213,0.171428,0.170545,0.00517965,-2.2857
0.0214,0.172136,0.171253,0.00515777,-2.28754
0.0215,0.172843,0.17196,0.0051361,-2.28937
0.0216,0.173549,0.172666,0.00511463,-2.29119
0.0217,0.174254,0.173371,0.00509336,-2.293
0.0218,0.174959,0.174076,0.00507229,-2.2948
0.0219,0.175662,0.174779,0.00505141,-2.29659
0.022,0.176365,0.175482,0.00503072,-2.29837
0.0221,0.177067,0.176184,0.00501021,-2.30014
0.0222,0.177768,0.176886,0.0049899,-2.30191
0.0223,0.178469,0.177586,0.00496976,-2.30366
0.0224,0.179168,0.178286,0.00494981,-2.30541
0.0225,0.179867,0.178985,0.00493003,-2.30715
0.0226,0.180565,0.179683,0.00491043,-2.30888
0.0227,0.181262,0.18038,0.004891,-2.3106
0.0228,0.181959,0.181077,0.00487175,-2.31232
0.0229,0.182655,0.181773,0.00485266,-2.31402
0.023,0.183349,0.182467,0.00483374,-2.31572
0.0231,0.184044,0.183162,0.00481498,-2.31741
0.0232,0.184737,0.183855,0.00479639,-2.31909
0.0233,0.185429,0.184547,0.00477796,-2.32076
0.0234,0.186121,0.185239,0.00475968,-2.32242
0.0235,0.186812,0.18593,0.00474156,-2.32408
0.0236,0.187502,0.18662,0.0047236,-2.32573
0.0237,0.188191,0.18731,0.00470579,-2.32737
0.0238,0.18888,0.187998,0.00468812,-2.329
0.0239,0.189567,0.188686,0.00467061,-2.33063
0.024,0.190254,0.189373,0.00465324,-2.33224
0.0241,0.190941,0.190059,0.00463602,-2.33385
0.0242,0.191626,0.190745,0.00461894,-2.33546
0.0243,0.192311,0.19143,0.004602,-2.33705
0.0244,0.192994,0.192113,0.0045852,-2.33864
0.0245,0.193677,0.192797,0.00456854,-2.34022
0.0246,0.19436,0.193479,0.00455201,-2.3418
0.0247,0.195041,0.19416,0.00453562,-2.34336
0.0248,0.195722,0.194841,0.00451937,-2.34492
0.0249,0.196402,0.195521,0.00450324,-2.34648
0.025,0.197081,0.1962,0.00448724,-2.34802
0.0251,0.197759,0.196879,0.00447137,-2.34956
0.0252,0.198437,0.197556,0.00445563,-2.35109
0.0253,0.199113,0.198233,0.00444001,-2.35262
0.0254,0.199789,0.198909,0.00442452,-2.35413
0.0255,0.200465,0.199585,0.00440915,-2.35565
0.0256,0.201139,0.200259,0.00439389,-2.35715
0.0257,0.201813,0.200933,0.00437876,-2.35865
0.0258,0.202486,0.201606,0.00436375,-2.36014
0.0259,0.203158,0.202278,0.00434885,-2.36163
0.026,0.203829,0.20295,0.00433407,-2.3631
0.0261,0.2045,0.20362,0.0043194,-2.36458
0.0262,0.20517,0.20429,0.00430484,-2.36604
0.0263,0.205839,0.204959,0.0042904,-2.3675
0.0264,0.206507,0.205628,0.00427606,-2.36896
0.0265,0.207174,0.206295,0.00426184,-2.3704
0.0266,0.207841,0.206962,0.00424772,-2.37184
0.0267,0.208507,0.207628,0.00423371,-2.37328
0.0268,0.209172,0.208293,0.0042198,-2.37471
0.0269,0.209837,0.208958,0.004206,-2.37613
0.027,0.210501,0.209622,0.0041923,-2.37755
0.0271,0.211163,0.210285,0.0041787,-2.37896
0.0272,0.211826,0.210947,0.0041652,-2.38036
0.0273,0.212487,0.211608,0.0041518,-2.38176
0.0274,0.213148,0.212269,0.0041385,-2.38316
0.0275,0.213808,0.212929,0.0041253,-2.38454
0.0276,0.214467,0.213588,0.00411219,-2.38593
0.0277,0.215125,0.214247,0.00409918,-2.3873
0.0278,0.215783,0.214904,0.00408626,-2.38867
0.0279,0.216439,0.215561,0.00407344,-2.39004
0.028,0.217096,0.216218,0.0040607,-2.3914
0.0281,0.217751,0.216873,0.00404806,-2.39275
0.0282,0.218405,0.217528,0.00403551,-2.3941
0.0283,0.219059,0.218181,0.00402305,-2.39544
0.0284,0.219712,0.218835,0.00401068,-2.39678
0.0285,0.220365,0.219487,0.00399839,-2.39811
0.0286,0.221016,0.220139,0.00398619,-2.39944
0.0287,0.221667,0.22079,0.00397408,-2.40076
0.0288,0.222317,0.22144,0.00396205,-2.40208
0.0289,0.222966,0.222089,0.0039501,-2.40339
0.029,0.223615,0.222738,0.00393824,-2.4047
0.0291,0.224263,0.223386,0.00392646,-2.406
0.0292,0.22491,0.224033,0.00391476,-2.40729
0.0293,0.225556,0.224679,0.00390314,-2.40859
0.0294,0.226202,0.225325,0.0038916,-2.40987
0.0295,0.226847,0.22597,0.00388014,-2.41115
0.0296,0.227491,0.226614,0.00386876,-2.41243
0.0297,0.228134,0.227257,0.00385745,-2.4137
0.0298,0.228777,0.2279,0.00384622,-2.41497
0.0299,0.229418,0.228542,0.00383507,-2.41623
0.03,0.23006,0.229183,0.00382399,-2.41748
0.0301,0.2307,0.229824,0.00381298,-2.41874
0.0302,0.23134,0.230463,0.00380205,-2.41998
0.0303,0.231978,0.231102,0.00379119,-2.42122
0.0304,0.232617,0.231741,0.00378041,-2.42246
0.0305,0.233254,0.232378,0.00376969,-2.42369
0.0306,0.233891,0.233015,0.00375905,-2.42492
0.0307,0.234527,0.233651,0.00374847,-2.42615
0.0308,0.235162,0.234286,0.00373796,-2.42736
0.0309,0.235796,0.234921,0.00372753,-2.42858
0.031,0.23643,0.235554,0.00371716,-2.42979
0.0311,0.237063,0.236188,0.00370685,-2.43099
0.0312,0.237695,0.23682,0.00369662,-2.4322
0.0313,0.238327,0.237452,0.00368645,-2.43339
0.0314,0.238958,0.238082,0.00367634,-2.43458
0.0315,0.239588,0.238713,0.0036663,-2.43577
0.0316,0.240217,0.239342,0.00365633,-2.43696
0.0317,0.240846,0.239971,0.00364641,-2.43813
0.0318,0.241474,0.240599,0.00363656,-2.43931
0.0319,0.242101,0.241226,0.00362677,-2.44048
0.032,0.242727,0.241852,0.00361705,-2.44165
0.0321,0.243353,0.242478,0.00360738,-2.44281
0.0322,0.243978,0.243103,0.00359778,-2.44397
0.0323,0.244602,0.243728,0.00358823,-2.44512
0.0324,0.245226,0.244351,0.00357875,-2.44627
0.0325,0.245849,0.244974,0.00356932,-2.44741
0.0326,0.246471,0.245596,0.00355995,-2.44856
0.0327,0.247092,0.246218,0.00355064,-2.44969
0.0328,0.247713,0.246838,0.00354139,-2.45083
0.0329,0.248333,0.247458,0.00353219,-2.45196
0.033,0.248952,0.248078,0.00352305,-2.45308
0.0331,0.24957,0.248696,0.00351397,-2.4542
0.0332,0.250188,0.249314,0.00350494,-2.45532
0.0333,0.250805,0.249931,0.00349596,-2.45643
0.0334,0.251421,0.250548,0.00348704,-2.45754
0.0335,0.252037,0.251163,0.00347818,-2.45865
0.0336,0.252652,0.251778,0.00346936,-2.45975
0.0337,0.253266,0.252393,0.0034606,-2.46085
0.0338,0.25388,0.253006,0.00345189,-2.46194
0.0339,0.254492,0.253619,0.00344323,-2.46303
0.034,0.255104,0.254231,0.00343463,-2.46412
0.0341,0.255716,0.254843,0.00342607,-2.4652
0.0342,0.256326,0.255453,0.00341757,-2.46628
0.0343,0.256936,0.256063,0.00340912,-2.46736
0.0344,0.257546,0.256673,0.00340071,-2.46843
0.0345,0.258154,0.257281,0.00339236,-2.4695
0.0346,0.258762,0.257889,0.00338405,-2.47056
0.0347,0.259369,0.258496,0.00337579,-2.47162
0.0348,0.259975,0.259103,0.00336758,-2.47268
0.0349,0.260581,0.259708,0.00335942,-2.47374
0.035,0.261186,0.260313,0.0033513,-2.47479
0.0351,0.26179,0.260918,0.00334323,-2.47583
0.0352,0.262394,0.261521,0.00333521,-2.47688
0.0353,0.262997,0.262124,0.00332723,-2.47792
0.0354,0.263599,0.262727,0.0033193,-2.47895
0.0355,0.2642,0.263328,0.00331141,-2.47999
0.0356,0.264801,0.263929,0.00330357,-2.48102
0.0357,0.265401,0.264529,0.00329577,-2.48204
0.0358,0.266,0.265129,0.00328802,-2.48307
0.0359,0.266599,0.265727,0.00328031,-2.48408
0.036,0.267197,0.266325,0.00327265,-2.4851
0.0361,0.267794,0.266923,0.00326502,-2.48611
0.0362,0.268391,0.267519,0.00325744,-2.48712
0.0363,0.268987,0.268115,0.0032499,-2.48813
0.0364,0.269582,0.26871,0.0032424,-2.48913
0.0365,0.270176,0.269305,0.00323495,-2.49013
0.0366,0.27077,0.269899,0.00322753,-2.49113
0.0367,0.271363,0.270492,0.00322016,-2.49212
0.0368,0.271955,0.271084,0.00321283,-2.49311
0.0369,0.272547,0.271676,0.00320553,-2.4941
0.037,0.273138,0.272267,0.00319828,-2.49508
0.0371,0.273728,0.272858,0.00319107,-2.49606
0.0372,0.274318,0.273447,0.00318389,-2.49704
0.0373,0.274907,0.274036,0.00317676,-2.49802
0.0374,0.275495,0.274625,0.00316966,-2.49899
0.0375,0.276083,0.275212,0.0031626,-2.49996
0.0376,0.27667,0.275799,0.00315558,-2.50092
0.0377,0.277256,0.276386,0.0031486,-2.50188
0.0378,0.277841,0.276971,0.00314165,-2.50284
0.0379,0.278426,0.277556,0.00313474,-2.5038
0.038,0.27901,0.27814,0.00312787,-2.50475
0.0381,0.279594,0.278724,0.00312103,-2.5057
0.0382,0.280177,0.279307,0.00311423,-2.50665
0.0383,0.280759,0.279889,0.00310747,-2.50759
0.0384,0.28134,0.28047,0.00310074,-2.50853
0.0385,0.281921,0.281051,0.00309405,-2.50947
0.0386,0.282501,0.281631,0.00308739,-2.51041
0.0387,0.28308,0.282211,0.00308077,-2.51134
0.0388,0.283659,0.282789,0.00307418,-2.51227
0.0389,0.284237,0.283367,0.00306763,-2.5132
0.039,0.284814,0.283945,0.00306111,-2.51412
0.0391,0.285391,0.284522,0.00305462,-2.51504
0.0392,0.285967,0.285098,0.00304817,-2.51596
0.0393,0.286542,0.285673,0.00304175,-2.51688
0.0394,0.287117,0.286248,0.00303536,-2.51779
0.0395,0.287691,0.286822,0.00302901,-2.5187
0.0396,0.288264,0.287395,0.00302269,-2.51961
0.0397,0.288836,0.287968,0.0030164,-2.52051
0.0398,0.289408,0.28854,0.00301014,-2.52141
0.0399,0.28998,0.289111,0.00300391,-2.52231
0.04,0.29055,0.289682,0.00299772,-2.52321
0.0401,0.29112,0.290252,0.00299156,-2.5241
0.0402,0.291689,0.290821,0.00298542,-2.52499
0.0403,0.292258,0.29139,0.00297932,-2.52588
0.0404,0.292826,0.291958,0.00297325,-2.52677
0.0405,0.293393,0.292525,0.00296721,-2.52765
0.0406,0.29396,0.293092,0.0029612,-2.52853
0.0407,0.294525,0.293658,0.00295522,-2.52941
0.0408,0.295091,0.294223,0.00294927,-2.53028
0.0409,0.295655,0.294788,0.00294335,-2.53116
0.041,0.296219,0.295352,0.00293746,-2.53203
0.0411,0.296782,0.295915,0.0029316,-2.5329
0.0412,0.297345,0.296478,0.00292576,-2.53376
0.0413,0.297907,0.29704,0.00291996,-2.53462
0.0414,0.298468,0.297601,0.00291418,-2.53548
0.0415,0.299029,0.298162,0.00290843,-2.53634
0.0416,0.299589,0.298722,0.00290271,-2.5372
0.0417,0.300148,0.299281,0.00289702,-2.53805
0.0418,0.300707,0.29984,0.00289136,-2.5389
0.0419,0.301265,0.300398,0.00288572,-2.53975
0.042,0.301822,0.300955,0.00288011,-2.54059
0.0421,0.302379,0.301512,0.00287452,-2.54143
0.0422,0.302934,0.302068,0.00286897,-2.54227
0.0423,0.30349,0.302623,0.00286344,-2.54311
0.0424,0.304045,0.303178,0.00285793,-2.54395
0.0425,0.304599,0.303732,0.00285246,-2.54478
0.0426,0.305152,0.304286,0.002847,-2.54561
0.0427,0.305705,0.304838,0.00284158,-2.54644
0.0428,0.306257,0.305391,0.00283618,-2.54727
0.0429,0.306808,0.305942,0.0028308,-2.54809
0.043,0.307359,0.306493,0.00282546,-2.54891
0.0431,0.307909,0.307043,0.00282013,-2.54973
0.0432,0.308458,0.307593,0.00281483,-2.55055
0.0433,0.309007,0.308141,0.00280956,-2.55136
0.0434,0.309555,0.30869,0.00280431,-2.55217
0.0435,0.310103,0.309237,0.00279909,-2.55298
0.0436,0.31065,0.309784,0.00279388,-2.55379
0.0437,0.311196,0.310331,0.00278871,-2.5546
0.0438,0.311742,0.310876,0.00278356,-2.5554
0.0439,0.312286,0.311421,0.00277843,-2.5562
0.044,0.312831,0.311966,0.00277332,-2.557
0.0441,0.313374,0.312509,0.00276824,-2.5578
0.0442,0.313917,0.313052,0.00276318,-2.55859
0.0443,0.31446,0.313595,0.00275815,-2.55938
0.0444,0.315001,0.314137,0.00275314,-2.56017
0.0445,0.315543,0.314678,0.00274815,-2.56096
0.0446,0.316083,0.315218,0.00274318,-2.56175
0.0447,0.316623,0.315758,0.00273824,-2.56253
0.0448,0.317162,0.316297,0.00273332,-2.56331
0.0449,0.3177,0.316836,0.00272842,-2.56409
0.045,0.318238,0.317374,0.00272354,-2.56487
0.0451,0.318776,0.317911,0.00271868,-2.56564
0.0452,0.319312,0.318448,0.00271385,-2.56641
0.0453,0.319848,0.318984,0.00270904,-2.56718
0.0454,0.320383,0.319519,0.00270425,-2.56795
0.0455,0.320918,0.320054,0.00269948,-2.56872
0.0456,0.321452,0.320588,0.00269473,-2.56948
0.0457,0.321986,0.321122,0.00269001,-2.57025
0.0458,0.322518,0.321655,0.0026853,-2.57101
0.0459,0.32305,0.322187,0.00268062,-2.57177
0.046,0.323582,0.322718,0.00267595,-2.57252
0.0461,0.324113,0.323249,0.00267131,-2.57328
0.0462,0.324643,0.32378,0.00266669,-2.57403
0.0463,0.325173,0.324309,0.00266208,-2.57478
0.0464,0.325702,0.324839,0.0026575,-2.57553
0.0465,0.32623,0.325367,0.00265294,-2.57627
0.0466,0.326758,0.325895,0.0026484,-2.57702
0.0467,0.327285,0.326422,0.00264387,-2.57776
0.0468,0.327812,0.326949,0.00263937,-2.5785
0.0469,0.328337,0.327475,0.00263489,-2.57924
0.047,0.328863,0.328,0.00263042,-2.57997
0.0471,0.329387,0.328525,0.00262598,-2.58071
0.0472,0.329911,0.329049,0.00262155,-2.58144
0.0473,0.330435,0.329572,0.00261715,-2.58217
0.0474,0.330957,0.330095,0.00261276,-2.5829
0.0475,0.331479,0.330617,0.00260839,-2.58363
0.0476,0.332001,0.331139,0.00260404,-2.58435
0.0477,0.332522,0.33166,0.00259971,-2.58508
0.0478,0.333042,0.33218,0.00259539,-2.5858
0.0479,0.333562,0.3327,0.0025911,-2.58652
0.048,0.334081,0.333219,0.00258682,-2.58723
0.0481,0.334599,0.333737,0.00258256,-2.58795
0.0482,0.335117,0.334255,0.00257832,-2.58866
0.0483,0.335634,0.334772,0.0025741,-2.58937
0.0484,0.336151,0.335289,0.0025699,-2.59008
0.0485,0.336667,0.335805,0.00256571,-2.59079
0.0486,0.337182,0.33632,0.00256154,-2.5915
0.0487,0.337697,0.336835,0.00255739,-2.5922
0.0488,0.338211,0.337349,0.00255325,-2.59291
0.0489,0.338724,0.337863,0.00254913,-2.59361
0.049,0.339237,0.338376,0.00254503,-2.59431
0.0491,0.339749,0.338888,0.00254095,-2.595
0.0492,0.340261,0.3394,0.00253688,-2.5957
0.0493,0.340772,0.339911,0.00253283,-2.59639
0.0494,0.341282,0.340421,0.0025288,-2.59709
0.0495,0.341792,0.340931,0.00252478,-2.59778
0.0496,0.342301,0.341441,0.00252078,-2.59847
0.0497,0.34281,0.341949,0.0025168,-2.59915
0.0498,0.343318,0.342457,0.00251283,-2.59984
0.0499,0.343825,0.342965,0.00250888,-2.60052
0.05,0.344332,0.343472,0.00250494,-2.6012
0.0501,0.344838,0.343978,0.00250102,-2.60188
0.0502,0.345344,0.344483,0.00249712,-2.60256
0.0503,0.345849,0.344988,0.00249323,-2.60324
0.0504,0.346353,0.345493,0.00248936,-2.60391
0.0505,0.346857,0.345997,0.0024855,-2.60459
0.0506,0.34736,0.3465,0.00248166,-2.60526
0.0507,0.347862,0.347003,0.00247784,-2.60593
0.0508,0.348364,0.347505,0.00247403,-2.6066
0.0509,0.348866,0.348006,0.00247023,-2.60726
0.051,0.349366,0.348507,0.00246645,-2.60793
0.0511,0.349866,0.349007,0.00246269,-2.60859
