x,computed,exact,rel_error,log10(error)
0.108,0.56059,0.552409,0.014809,-1.82947
0.109,0.562961,0.554788,0.0147312,-1.83176
0.11,0.565299,0.557134,0.0146549,-1.83402
0.111,0.567603,0.559446,0.0145801,-1.83624
0.112,0.569874,0.561725,0.0145068,-1.83843
0.113,0.572113,0.563972,0.0144349,-1.84059
0.114,0.574319,0.566186,0.0143644,-1.84271
0.115,0.576493,0.568368,0.0142952,-1.84481
0.116,0.578636,0.570519,0.0142274,-1.84687
0.117,0.580747,0.572638,0.0141609,-1.84891
0.118,0.582828,0.574727,0.0140956,-1.85092
0.119,0.584877,0.576784,0.0140315,-1.8529
0.12,0.586896,0.578811,0.0139686,-1.85485
0.121,0.588885,0.580808,0.0139069,-1.85677
0.122,0.590845,0.582775,0.0138463,-1.85867
0.123,0.592774,0.584713,0.0137869,-1.86053
0.124,0.594675,0.586621,0.0137284,-1.86238
0.125,0.596546,0.588501,0.0136711,-1.8642
0.126,0.598389,0.590352,0.0136148,-1.86599
0.127,0.600204,0.592174,0.0135594,-1.86776
0.128,0.60199,0.593969,0.0135051,-1.8695
0.129,0.603749,0.595735,0.0134517,-1.87122
0.13,0.60548,0.597474,0.0133992,-1.87292
0.131,0.607184,0.599186,0.0133477,-1.87459
0.132,0.60886,0.600871,0.013297,-1.87624
0.133,0.610511,0.602529,0.0132473,-1.87787
0.134,0.612134,0.60416,0.0131983,-1.87948
0.135,0.613732,0.605766,0.0131502,-1.88107
0.136,0.615303,0.607345,0.0131029,-1.88263
0.137,0.616849,0.608899,0.0130565,-1.88417
0.138,0.61837,0.610428,0.0130107,-1.8857
0.139,0.619865,0.611931,0.0129658,-1.8872
0.14,0.621336,0.613409,0.0129216,-1.88868
0.141,0.622781,0.614863,0.0128781,-1.89015
0.142,0.624203,0.616292,0.0128353,-1.89159
0.143,0.6256,0.617698,0.0127933,-1.89302
0.144,0.626973,0.619079,0.0127519,-1.89442
0.145,0.628323,0.620436,0.0127112,-1.89581
0.146,0.629649,0.62177,0.0126711,-1.89718
0.147,0.630952,0.623081,0.0126317,-1.89854
0.148,0.632232,0.624369,0.012593,-1.89987
0.149,0.633489,0.625634,0.0125548,-1.90119
0.15,0.634723,0.626877,0.0125172,-1.90249
0.151,0.635936,0.628097,0.0124803,-1.90378
0.152,0.637126,0.629295,0.0124439,-1.90504
0.153,0.638294,0.630471,0.0124081,-1.9063
0.154,0.639441,0.631626,0.0123728,-1.90753
0.155,0.640566,0.632759,0.0123381,-1.90875
0.156,0.64167,0.633871,0.0123039,-1.90996
0.157,0.642753,0.634962,0.0122703,-1.91115
0.158,0.643815,0.636032,0.0122371,-1.91232
0.159,0.644857,0.637082,0.0122045,-1.91348
0.16,0.645878,0.638111,0.0121724,-1.91462
0.161,0.646879,0.63912,0.0121407,-1.91576
0.162,0.64786,0.640109,0.0121096,-1.91687
0.163,0.648821,0.641078,0.0120789,-1.91797
0.164,0.649763,0.642027,0.0120486,-1.91906
0.165,0.650685,0.642958,0.0120188,-1.92014
0.166,0.651588,0.643869,0.0119895,-1.9212
0.167,0.652472,0.644761,0.0119606,-1.92225
0.168,0.653337,0.645634,0.0119321,-1.92328
0.169,0.654184,0.646488,0.0119041,-1.9243
0.17,0.655012,0.647324,0.0118764,-1.92531
0.171,0.655822,0.648142,0.0118492,-1.92631
0.172,0.656614,0.648942,0.0118223,-1.9273
0.173,0.657388,0.649723,0.0117959,-1.92827
0.174,0.658144,0.650487,0.0117698,-1.92923
0.175,0.658882,0.651234,0.0117441,-1.93018
0.176,0.659603,0.651963,0.0117188,-1.93112
0.177,0.660307,0.652675,0.0116939,-1.93204
0.178,0.660994,0.65337,0.0116693,-1.93296
0.179,0.661664,0.654048,0.0116451,-1.93386
0.18,0.662318,0.654709,0.0116212,-1.93475
0.181,0.662955,0.655354,0.0115976,-1.93563
0.182,0.663575,0.655983,0.0115744,-1.9365
0.183,0.664179,0.656595,0.0115515,-1.93736
0.184,0.664768,0.657191,0.011529,-1.93821
0.185,0.66534,0.657771,0.0115067,-1.93905
0.186,0.665897,0.658336,0.0114848,-1.93988
0.187,0.666438,0.658885,0.0114632,-1.9407
0.188,0.666963,0.659418,0.0114419,-1.9415
0.189,0.667474,0.659937,0.0114208,-1.9423
0.19,0.667969,0.66044,0.0114001,-1.94309
0.191,0.668449,0.660928,0.0113797,-1.94387
0.192,0.668915,0.661402,0.0113595,-1.94464
0.193,0.669366,0.661861,0.0113397,-1.9454
0.194,0.669802,0.662305,0.0113201,-1.94615
0.195,0.670224,0.662735,0.0113007,-1.94689
0.196,0.670632,0.66315,0.0112817,-1.94763
0.197,0.671026,0.663552,0.0112629,-1.94835
0.198,0.671405,0.66394,0.0112444,-1.94906
0.199,0.671771,0.664314,0.0112261,-1.94977
0.2,0.672124,0.664674,0.0112081,-1.95047
0.201,0.672462,0.66502,0.0111903,-1.95116
0.202,0.672788,0.665354,0.0111728,-1.95184
0.203,0.6731,0.665674,0.0111555,-1.95251
0.204,0.673399,0.665981,0.0111384,-1.95318
0.205,0.673684,0.666274,0.0111216,-1.95383
0.206,0.673957,0.666555,0.011105,-1.95448
0.207,0.674218,0.666824,0.0110886,-1.95512
0.208,0.674465,0.667079,0.0110725,-1.95576
0.209,0.674701,0.667322,0.0110565,-1.95638
0.21,0.674923,0.667553,0.0110408,-1.957
0.211,0.675134,0.667772,0.0110253,-1.95761
0.212,0.675332,0.667978,0.01101,-1.95821
0.213,0.675519,0.668172,0.010995,-1.95881
0.214,0.675693,0.668355,0.0109801,-1.95939
0.215,0.675856,0.668526,0.0109654,-1.95998
0.216,0.676007,0.668685,0.0109509,-1.96055
0.217,0.676147,0.668832,0.0109366,-1.96112
0.218,0.676275,0.668968,0.0109226,-1.96168
0.219,0.676392,0.669093,0.0109087,-1.96223
0.22,0.676498,0.669207,0.0108949,-1.96277
0.221,0.676592,0.669309,0.0108814,-1.96331
0.222,0.676676,0.669401,0.0108681,-1.96385
0.223,0.676749,0.669482,0.0108549,-1.96437
0.224,0.676811,0.669552,0.0108419,-1.96489
0.225,0.676862,0.669611,0.0108291,-1.96541
0.226,0.676903,0.66966,0.0108165,-1.96591
0.227,0.676934,0.669698,0.010804,-1.96641
0.228,0.676954,0.669726,0.0107917,-1.96691
0.229,0.676963,0.669744,0.0107796,-1.9674
0.23,0.676963,0.669752,0.0107676,-1.96788
0.231,0.676953,0.669749,0.0107558,-1.96836
0.232,0.676933,0.669737,0.0107441,-1.96883
0.233,0.676903,0.669715,0.0107327,-1.96929
0.234,0.676863,0.669683,0.0107213,-1.96975
0.235,0.676813,0.669642,0.0107101,-1.97021
0.236,0.676755,0.66959,0.0106991,-1.97065
0.237,0.676686,0.66953,0.0106882,-1.97109
0.238,0.676608,0.66946,0.0106775,-1.97153
0.239,0.676521,0.669381,0.0106669,-1.97196
0.24,0.676425,0.669293,0.0106564,-1.97239
0.241,0.67632,0.669196,0.0106461,-1.97281
0.242,0.676206,0.669089,0.010636,-1.97322
0.243,0.676083,0.668974,0.0106259,-1.97363
0.244,0.675951,0.66885,0.010616,-1.97404
0.245,0.67581,0.668718,0.0106063,-1.97444
0.246,0.675661,0.668576,0.0105967,-1.97483
0.247,0.675503,0.668426,0.0105872,-1.97522
0.248,0.675337,0.668268,0.0105778,-1.9756
0.249,0.675162,0.668101,0.0105686,-1.97598
0.25,0.674979,0.667926,0.0105595,-1.97636
0.251,0.674788,0.667743,0.0105505,-1.97673
0.252,0.674589,0.667552,0.0105416,-1.97709
0.253,0.674382,0.667352,0.0105329,-1.97745
0.254,0.674166,0.667145,0.0105243,-1.97781
0.255,0.673943,0.66693,0.0105158,-1.97816
0.256,0.673712,0.666707,0.0105074,-1.97851
0.257,0.673474,0.666476,0.0104991,-1.97885
0.258,0.673227,0.666238,0.010491,-1.97918
0.259,0.672973,0.665992,0.0104829,-1.97952
0.26,0.672712,0.665738,0.010475,-1.97985
0.261,0.672443,0.665477,0.0104672,-1.98017
0.262,0.672167,0.665209,0.0104595,-1.98049
0.263,0.671883,0.664933,0.0104519,-1.9808
0.264,0.671593,0.664651,0.0104444,-1.98112
0.265,0.671295,0.664361,0.010437,-1.98142
0.266,0.67099,0.664064,0.0104297,-1.98173
0.267,0.670678,0.66376,0.0104226,-1.98203
0.268,0.670359,0.663449,0.0104155,-1.98232
0.269,0.670033,0.663131,0.0104085,-1.98261
0.27,0.669701,0.662807,0.0104017,-1.9829
0.271,0.669362,0.662475,0.0103949,-1.98318
0.272,0.669016,0.662138,0.0103882,-1.98346
0.273,0.668664,0.661793,0.0103816,-1.98373
0.274,0.668305,0.661442,0.0103752,-1.98401
0.275,0.667939,0.661085,0.0103688,-1.98427
0.276,0.667567,0.660721,0.0103625,-1.98454
0.277,0.667189,0.660351,0.0103563,-1.9848
0.278,0.666805,0.659974,0.0103502,-1.98505
0.279,0.666414,0.659591,0.0103441,-1.98531
0.28,0.666018,0.659203,0.0103382,-1.98555
0.281,0.665615,0.658808,0.0103324,-1.9858
0.282,0.665206,0.658407,0.0103266,-1.98604
0.283,0.664791,0.658,0.0103209,-1.98628
0.284,0.66437,0.657587,0.0103154,-1.98652
0.285,0.663944,0.657169,0.0103099,-1.98675
0.286,0.663512,0.656744,0.0103044,-1.98698
0.287,0.663074,0.656314,0.0102991,-1.9872
0.288,0.66263,0.655878,0.0102939,-1.98742
0.289,0.66218,0.655437,0.0102887,-1.98764
0.29,0.661726,0.65499,0.0102836,-1.98785
0.291,0.661265,0.654537,0.0102786,-1.98807
0.292,0.660799,0.65408,0.0102737,-1.98827
0.293,0.660328,0.653616,0.0102688,-1.98848
0.294,0.659852,0.653148,0.010264,-1.98868
0.295,0.65937,0.652674,0.0102593,-1.98888
0.296,0.658883,0.652195,0.0102547,-1.98908
0.297,0.65839,0.65171,0.0102502,-1.98927
0.298,0.657893,0.651221,0.0102457,-1.98946
0.299,0.65739,0.650726,0.0102413,-1.98964
0.3,0.656883,0.650227,0.010237,-1.98983
0.301,0.65637,0.649722,0.0102327,-1.99001
0.302,0.655853,0.649212,0.0102285,-1.99019
0.303,0.655331,0.648698,0.0102244,-1.99036
0.304,0.654804,0.648179,0.0102204,-1.99053
0.305,0.654272,0.647655,0.0102164,-1.9907
0.306,0.653735,0.647126,0.0102125,-1.99087
0.307,0.653194,0.646593,0.0102086,-1.99103
0.308,0.652648,0.646055,0.0102049,-1.99119
0.309,0.652097,0.645512,0.0102012,-1.99135
0.31,0.651542,0.644965,0.0101975,-1.99151
0.311,0.650982,0.644413,0.010194,-1.99166
0.312,0.650418,0.643857,0.0101904,-1.99181
0.313,0.64985,0.643296,0.010187,-1.99195
0.314,0.649277,0.642731,0.0101836,-1.9921
0.315,0.6487,0.642162,0.0101803,-1.99224
0.316,0.648118,0.641589,0.010177,-1.99238
0.317,0.647532,0.641011,0.0101738,-1.99252
0.318,0.646942,0.640429,0.0101707,-1.99265
0.319,0.646348,0.639843,0.0101676,-1.99278
0.32,0.64575,0.639252,0.0101646,-1.99291
0.321,0.645148,0.638658,0.0101616,-1.99304
0.322,0.644541,0.63806,0.0101587,-1.99316
0.323,0.643931,0.637457,0.0101559,-1.99328
0.324,0.643317,0.636851,0.0101531,-1.9934
0.325,0.642699,0.636241,0.0101504,-1.99352
0.326,0.642077,0.635626,0.0101477,-1.99363
0.327,0.641451,0.635008,0.0101451,-1.99374
0.328,0.640821,0.634387,0.0101426,-1.99385
0.329,0.640187,0.633761,0.0101401,-1.99396
0.33,0.63955,0.633132,0.0101376,-1.99406
0.331,0.638909,0.632499,0.0101352,-1.99417
0.332,0.638265,0.631862,0.0101329,-1.99427
0.333,0.637617,0.631222,0.0101306,-1.99436
0.334,0.636965,0.630578,0.0101284,-1.99446
0.335,0.63631,0.629931,0.0101262,-1.99455
0.336,0.635651,0.62928,0.0101241,-1.99464
0.337,0.634989,0.628626,0.010122,-1.99473
0.338,0.634323,0.627968,0.01012,-1.99482
0.339,0.633654,0.627307,0.010118,-1.99491
0.34,0.632981,0.626642,0.0101161,-1.99499
0.341,0.632306,0.625974,0.0101142,-1.99507
0.342,0.631626,0.625303,0.0101124,-1.99515
0.343,0.630944,0.624629,0.0101106,-1.99522
0.344,0.630258,0.623951,0.0101089,-1.9953
0.345,0.62957,0.62327,0.0101072,-1.99537
0.346,0.628878,0.622586,0.0101056,-1.99544
0.347,0.628182,0.621899,0.010104,-1.99551
0.348,0.627484,0.621208,0.0101024,-1.99557
0.349,0.626783,0.620515,0.010101,-1.99564
0.35,0.626078,0.619819,0.0100995,-1.9957
0.351,0.625371,0.619119,0.0100981,-1.99576
0.352,0.624661,0.618417,0.0100968,-1.99582
0.353,0.623947,0.617711,0.0100955,-1.99587
0.354,0.623231,0.617003,0.0100942,-1.99593
0.355,0.622512,0.616291,0.010093,-1.99598
0.356,0.62179,0.615577,0.0100918,-1.99603
0.357,0.621065,0.61486,0.0100907,-1.99608
0.358,0.620337,0.614141,0.0100896,-1.99613
0.359,0.619606,0.613418,0.0100886,-1.99617
0.36,0.618873,0.612693,0.0100876,-1.99621
0.361,0.618137,0.611965,0.0100866,-1.99625
0.362,0.617398,0.611234,0.0100857,-1.99629
0.363,0.616657,0.6105,0.0100848,-1.99633
0.364,0.615913,0.609764,0.010084,-1.99637
0.365,0.615166,0.609025,0.0100832,-1.9964
0.366,0.614417,0.608284,0.0100825,-1.99643
0.367,0.613665,0.60754,0.0100818,-1.99646
0.368,0.612911,0.606794,0.0100811,-1.99649
0.369,0.612154,0.606045,0.0100805,-1.99652
0.37,0.611395,0.605293,0.0100799,-1.99654
0.371,0.610633,0.604539,0.0100793,-1.99657
0.372,0.609868,0.603783,0.0100788,-1.99659
0.373,0.609102,0.603024,0.0100784,-1.99661
0.374,0.608332,0.602263,0.010078,-1.99663
0.375,0.607561,0.601499,0.0100776,-1.99664
0.376,0.606787,0.600733,0.0100772,-1.99666
0.377,0.606011,0.599965,0.0100769,-1.99667
0.378,0.605232,0.599194,0.0100766,-1.99668
0.379,0.604452,0.598422,0.0100764,-1.99669
0.38,0.603668,0.597646,0.0100762,-1.9967
0.381,0.602883,0.596869,0.010076,-1.99671
0.382,0.602096,0.59609,0.0100759,-1.99672
0.383,0.601306,0.595308,0.0100758,-1.99672
0.384,0.600514,0.594524,0.0100758,-1.99672
0.385,0.59972,0.593738,0.0100758,-1.99672
0.386,0.598924,0.59295,0.0100758,-1.99672
0.387,0.598126,0.592159,0.0100759,-1.99672
0.388,0.597325,0.591367,0.0100759,-1.99671
0.389,0.596523,0.590572,0.0100761,-1.99671
0.39,0.595719,0.589776,0.0100762,-1.9967
0.391,0.594912,0.588977,0.0100764,-1.99669
0.392,0.594104,0.588177,0.0100767,-1.99668
0.393,0.593293,0.587374,0.0100769,-1.99667
0.394,0.592481,0.58657,0.0100773,-1.99666
0.395,0.591666,0.585763,0.0100776,-1.99664
0.396,0.59085,0.584955,0.010078,-1.99663
0.397,0.590032,0.584145,0.0100784,-1.99661
0.398,0.589212,0.583332,0.0100788,-1.99659
0.399,0.58839,0.582518,0.0100793,-1.99657
0.4,0.587566,0.581703,0.0100798,-1.99655
0.401,0.58674,0.580885,0.0100803,-1.99652
0.402,0.585913,0.580065,0.0100809,-1.9965
0.403,0.585084,0.579244,0.0100815,-1.99647
0.404,0.584253,0.578421,0.0100822,-1.99645
0.405,0.58342,0.577596,0.0100828,-1.99642
0.406,0.582585,0.576769,0.0100835,-1.99639
0.407,0.581749,0.575941,0.0100843,-1.99636
0.408,0.580911,0.575111,0.010085,-1.99632
0.409,0.580071,0.574279,0.0100858,-1.99629
0.41,0.57923,0.573446,0.0100867,-1.99625
0.411,0.578387,0.572611,0.0100875,-1.99621
0.412,0.577542,0.571774,0.0100884,-1.99618
0.413,0.576696,0.570936,0.0100894,-1.99614
0.414,0.575848,0.570096,0.0100903,-1.99609
0.415,0.574999,0.569254,0.0100913,-1.99605
0.416,0.574148,0.568411,0.0100923,-1.99601
0.417,0.573295,0.567567,0.0100934,-1.99596
0.418,0.572441,0.56672,0.0100945,-1.99592
0.419,0.571586,0.565873,0.0100956,-1.99587
0.42,0.570728,0.565023,0.0100967,-1.99582
0.421,0.56987,0.564173,0.0100979,-1.99577
0.422,0.56901,0.563321,0.0100991,-1.99572
0.423,0.568148,0.562467,0.0101003,-1.99566
0.424,0.567285,0.561612,0.0101016,-1.99561
0.425,0.56642,0.560755,0.0101029,-1.99555
0.426,0.565554,0.559897,0.0101042,-1.9955
0.427,0.564687,0.559038,0.0101056,-1.99544
0.428,0.563818,0.558177,0.010107,-1.99538
0.429,0.562948,0.557315,0.0101084,-1.99532
0.43,0.562077,0.556451,0.0101098,-1.99526
0.431,0.561204,0.555586,0.0101113,-1.99519
0.432,0.560329,0.55472,0.0101128,-1.99513
0.433,0.559454,0.553852,0.0101143,-1.99506
0.434,0.558577,0.552983,0.0101159,-1.995
0.435,0.557699,0.552113,0.0101174,-1.99493
0.436,0.556819,0.551241,0.0101191,-1.99486
0.437,0.555939,0.550369,0.0101207,-1.99479
0.438,0.555057,0.549495,0.0101224,-1.99472
0.439,0.554173,0.548619,0.0101241,-1.99464
0.44,0.553289,0.547743,0.0101258,-1.99457
0.441,0.552403,0.546865,0.0101276,-1.9945
0.442,0.551516,0.545986,0.0101293,-1.99442
0.443,0.550628,0.545106,0.0101312,-1.99434
0.444,0.549739,0.544224,0.010133,-1.99426
0.445,0.548848,0.543342,0.0101349,-1.99418
0.446,0.547957,0.542458,0.0101368,-1.9941
0.447,0.547064,0.541573,0.0101387,-1.99402
0.448,0.54617,0.540687,0.0101406,-1.99393
0.449,0.545275,0.5398,0.0101426,-1.99385
0.45,0.544378,0.538911,0.0101446,-1.99376
0.451,0.543481,0.538022,0.0101467,-1.99368
0.452,0.542583,0.537131,0.0101487,-1.99359
0.453,0.541683,0.53624,0.0101508,-1.9935
0.454,0.540783,0.535347,0.0101529,-1.99341
0.455,0.539881,0.534453,0.0101551,-1.99332
0.456,0.538978,0.533559,0.0101573,-1.99322
0.457,0.538074,0.532663,0.0101595,-1.99313
0.458,0.53717,0.531766,0.0101617,-1.99303
0.459,0.536264,0.530868,0.0101639,-1.99294
0.46,0.535357,0.529969,0.0101662,-1.99284
0.461,0.534449,0.529069,0.0101685,-1.99274
0.462,0.53354,0.528168,0.0101709,-1.99264
0.463,0.53263,0.527266,0.0101732,-1.99254
0.464,0.531719,0.526363,0.0101756,-1.99244
0.465,0.530808,0.52546,0.010178,-1.99234
0.466,0.529895,0.524555,0.0101805,-1.99223
0.467,0.528981,0.523649,0.010183,-1.99213
0.468,0.528067,0.522742,0.0101855,-1.99202
0.469,0.527151,0.521835,0.010188,-1.99191
0.47,0.526235,0.520926,0.0101905,-1.9918
0.471,0.525317,0.520017,0.0101931,-1.99169
0.472,0.524399,0.519106,0.0101957,-1.99158
0.473,0.52348,0.518195,0.0101984,-1.99147
0.474,0.52256,0.517283,0.010201,-1.99136
0.475,0.521639,0.51637,0.0102037,-1.99124
0.476,0.520717,0.515456,0.0102064,-1.99113
0.477,0.519794,0.514541,0.0102091,-1.99101
0.478,0.518871,0.513626,0.0102119,-1.99089
0.479,0.517946,0.512709,0.0102147,-1.99077
0.48,0.517021,0.511792,0.0102175,-1.99065
0.481,0.516095,0.510874,0.0102204,-1.99053
0.482,0.515168,0.509955,0.0102232,-1.99041
0.483,0.514241,0.509035,0.0102261,-1.99029
0.484,0.513312,0.508115,0.0102291,-1.99016
0.485,0.512383,0.507194,0.010232,-1.99004
0.486,0.511453,0.506272,0.010235,-1.98991
0.487,0.510522,0.505349,0.010238,-1.98979
0.488,0.509591,0.504425,0.010241,-1.98966
0.489,0.508659,0.503501,0.0102441,-1.98953
0.49,0.507726,0.502576,0.0102472,-1.9894
0.491,0.506792,0.50165,0.0102503,-1.98926
0.492,0.505857,0.500723,0.0102534,-1.98913
0.493,0.504922,0.499796,0.0102566,-1.989
0.494,0.503986,0.498868,0.0102598,-1.98886
0.495,0.503049,0.497939,0.010263,-1.98873
0.496,0.502112,0.49701,0.0102662,-1.98859
0.497,0.501174,0.496079,0.0102695,-1.98845
0.498,0.500235,0.495149,0.0102728,-1.98831
0.499,0.499296,0.494217,0.0102761,-1.98817
0.5,0.498355,0.493285,0.0102795,-1.98803
0.501,0.497415,0.492352,0.0102828,-1.98789
0.502,0.496473,0.491418,0.0102862,-1.98774
0.503,0.495531,0.490484,0.0102897,-1.9876
0.504,0.494588,0.489549,0.0102931,-1.98745
0.505,0.493645,0.488614,0.0102966,-1.98731
0.506,0.492701,0.487677,0.0103001,-1.98716
0.507,0.491756,0.486741,0.0103037,-1.98701
0.508,0.49081,0.485803,0.0103072,-1.98686
0.509,0.489864,0.484865,0.0103108,-1.98671
0.51,0.488918,0.483926,0.0103144,-1.98655
0.511,0.487971,0.482987,0.0103181,-1.9864
0.512,0.487023,0.482047,0.0103218,-1.98625
0.513,0.486074,0.481107,0.0103255,-1.98609
0.514,0.485125,0.480166,0.0103292,-1.98593
0.515,0.484176,0.479224,0.010333,-1.98578
0.516,0.483226,0.478282,0.0103367,-1.98562
0.517,0.482275,0.477339,0.0103405,-1.98546
0.518,0.481324,0.476396,0.0103444,-1.9853
0.519,0.480372,0.475452,0.0103482,-1.98513
0.52,0.479419,0.474507,0.0103521,-1.98497
0.521,0.478466,0.473562,0.0103561,-1.98481
0.522,0.477513,0.472616,0.01036,-1.98464
0.523,0.476559,0.47167,0.010364,-1.98447
0.524,0.475604,0.470724,0.010368,-1.98431
0.525,0.474649,0.469776,0.010372,-1.98414
0.526,0.473693,0.468829,0.0103761,-1.98397
0.527,0.472737,0.46788,0.0103802,-1.9838
0.528,0.47178,0.466932,0.0103843,-1.98362
0.529,0.470823,0.465982,0.0103884,-1.98345
0.53,0.469865,0.465032,0.0103926,-1.98328
0.531,0.468907,0.464082,0.0103968,-1.9831
0.532,0.467948,0.463131,0.010401,-1.98292
0.533,0.466989,0.46218,0.0104053,-1.98275
0.534,0.46603,0.461228,0.0104096,-1.98257
0.535,0.465069,0.460276,0.0104139,-1.98239
0.536,0.464109,0.459323,0.0104182,-1.98221
0.537,0.463148,0.45837,0.0104226,-1.98202
