Cycle,NumberOfFlips,Temperature,SystemEnergy,MeanEnergy,HeatCapacity,MagneticSusceptibility,Magnetization_Abs
1,4,1.00,0.00,0.0000000,0.0000000,0.0000000,0.50000000
101,0,1.00,-8.00,-1.9009901,0.75286737,0.075678855,0.97029703
201,0,1.00,-8.00,-1.9203980,0.61147001,0.052721467,0.97761194
301,0,1.00,-8.00,-1.9468439,0.41394687,0.035650821,0.98504983
401,0,1.00,-8.00,-1.9600998,0.31283388,0.026927693,0.98877805
501,0,1.00,-8.00,-1.9680639,0.25140936,0.021633380,0.99101796
601,0,1.00,-8.00,-1.9733777,0.21014338,0.018078577,0.99251248
701,0,1.00,-8.00,-1.9771755,0.18051245,0.015527034,0.99358060
801,0,1.00,-8.00,-1.9800250,0.15820424,0.013606587,0.99438202
901,0,1.00,-8.00,-1.9822420,0.14080298,0.012108879,0.99500555
1001,0,1.00,-8.00,-1.9840160,0.12685017,0.010908173,0.99550450
1101,0,1.00,-8.00,-1.9854678,0.11541320,0.0099240967,0.99591281
1201,0,1.00,-8.00,-1.9866778,0.10586792,0.0091028778,0.99625312
1301,0,1.00,-8.00,-1.9877018,0.097780871,0.0084071792,0.99654112
1401,0,1.00,-8.00,-1.9885796,0.090841608,0.0078102671,0.99678801
1501,0,1.00,-8.00,-1.9893404,0.084821977,0.0072924957,0.99700200
1601,0,1.00,-8.00,-1.9887570,0.089438167,0.0074563017,0.99687695
1701,0,1.00,-8.00,-1.9894180,0.084208169,0.0070201123,0.99706055
1801,0,1.00,-8.00,-1.9900056,0.079556024,0.0066321351,0.99722376
1901,0,1.00,-8.00,-1.9905313,0.075390980,0.0062847954,0.99736981
2001,0,1.00,-8.00,-1.9910045,0.071640342,0.0059720265,0.99750125
2101,0,1.00,-8.00,-1.9914327,0.068245193,0.0056889118,0.99762018
2201,0,1.00,-8.00,-1.9909132,0.072363952,0.0072396980,0.99727397
2301,0,1.00,-8.00,-1.9904389,0.076122828,0.0086548543,0.99695784
2401,0,1.00,-8.00,-1.9908372,0.072966959,0.0082958631,0.99708455
2501,0,1.00,-8.00,-1.9912035,0.070062339,0.0079654664,0.99720112
2601,0,1.00,-8.00,-1.9915417,0.067380112,0.0076603785,0.99730873
2701,0,1.00,-8.00,-1.9918549,0.064895679,0.0073777987,0.99740837
2801,0,1.00,-8.00,-1.9921457,0.062587939,0.0071153249,0.99750089
2901,0,1.00,-8.00,-1.9924164,0.060438691,0.0068708849,0.99758704
3001,0,1.00,-8.00,-1.9926691,0.058432150,0.0066426819,0.99766744
3101,0,1.00,-8.00,-1.9929055,0.056554558,0.0064291501,0.99774266
3201,0,1.00,-8.00,-1.9931271,0.054793873,0.0062289188,0.99781318
3301,0,1.00,-8.00,-1.9933354,0.053139507,0.0060407828,0.99787943
3401,0,1.00,-8.00,-1.9935313,0.051582110,0.0058636783,0.99794178
3501,0,1.00,-8.00,-1.9937161,0.050113400,0.0056966627,0.99800057
3601,0,1.00,-8.00,-1.9938906,0.048726013,0.0055388977,0.99805610
3701,0,1.00,-8.00,-1.9940557,0.047413374,0.0053896356,0.99810862
3801,0,1.00,-8.00,-1.9942120,0.046169603,0.0052482070,0.99815838
3901,0,1.00,-8.00,-1.9943604,0.044989417,0.0051140109,0.99820559
4001,0,1.00,-8.00,-1.9945014,0.043868063,0.0049865064,0.99825044
4101,0,1.00,-8.00,-1.9946355,0.042801248,0.0048652053,0.99829310
